Image,Name,Class,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: DAPI mean,Nucleus: EpCAM_E-Cadherin mean,Nucleus: cCASP3 mean,Cell: Area,Cell: EpCAM_E-Cadherin mean,Cell: cCASP3 mean,Cytoplasm: EpCAM_E-Cadherin mean,Cytoplasm: cCASP3 mean,Nucleus/Cell area ratio
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,241.52,134.29,17,165.3571,298.8286,182.2,69.75,197.5159,168.0459,164.2207,163.3944,0.2349
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,200.72,136,11.25,173.9375,1115.875,230.1875,63.5,1110.875,285.043,1109.7212,297.7019,0.1754
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,232.53,141.05,69.5,293.6844,265.1702,403.3085,168.25,247.8351,278.4993,235.3325,188.4834,0.4148
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,243.75,142.5,16.5,175.7042,306.6197,202.5775,52.5,249.3628,186.9674,221.1319,179.2708,0.3243
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,193.32,146.05,118,333.2764,398.2489,369.0865,253.75,491.0334,338.4307,572.0276,311.6703,0.4613
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,248.1,148.66,20.75,174.0795,337.4773,182.7614,65.75,407.0113,178.5526,441.3876,176.4719,0.3192
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,240.91,154.56,42.75,227.2629,334.0343,198.5886,112,294.24,182.0533,268.9164,171.5309,0.3816
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,254.11,160.35,67.25,217.8736,1448.3048,186.4387,180.25,1736.2697,181.2324,1906.8921,178.1476,0.3681
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,161.93,169.37,105.75,189.8019,739.7902,222.028,283,956.1979,211.1254,1088.2589,204.4723,0.38
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,85.76,169.06,44.75,151.5706,725.7772,214.8587,153,725.4078,211.6672,725.2494,210.2984,0.2963
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,104.85,169.9,35,177.9448,1119.4069,7447.814,125.25,1280.9303,6058.1733,1346.535,5493.7534,0.2832
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,149.05,170.17,24,222.5714,1127.8163,321.4184,95,1070.4922,233.7382,1050.7113,203.4824,0.2506
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,244.92,171.47,29.25,531.1074,326.405,185.2975,109,214.5649,170.4351,172.0094,164.7799,0.2642
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,138.22,176.43,66,308.8144,600.1212,198.6818,167.5,992.7448,195.4314,1248.0468,193.3177,0.3838
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,69.81,178.37,82.75,189.7319,1358.241,209.5121,198.75,1737.3606,189.8907,2008.6272,175.8513,0.4165
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,151.42,183.91,98.5,229.2727,514.6692,324.8156,202.75,759.2813,260.4693,991.0192,199.5096,0.4765
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,163.47,187.69,41,206.4793,403.0887,302.8343,115.75,336.1527,229.028,297.9358,186.8885,0.3504
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,190.56,187.73,73,232.0912,306.5777,252.1858,168.75,339.5786,241.5579,365.4206,233.2354,0.4314
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,157.79,195.14,11.25,194.8542,466.5625,200.4792,48,503.9492,201.5634,515.9933,201.9128,0.2245
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,147.32,199.64,121,327.6412,369.5608,218.8887,247.5,550.1427,222.0452,721.8726,225.0471,0.4905
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,218.1,200.29,54.25,274.7169,608.8311,188.0502,162.5,1006.8015,191.3585,1209.0186,193.0394,0.3328
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,192.38,200.69,89,312.4917,350.9917,333.9778,169,397.909,269.3245,450.5265,196.8162,0.5252
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,204.58,203.79,65.25,172.0639,327.015,199.4023,188.25,311.7586,186.4058,303.4426,179.3217,0.346
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,229.72,201.11,43.75,382.7841,341.7614,194.9773,132.5,325.6654,180.9549,317.7079,174.0225,0.3212
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,181.46,209.98,222.75,245.6794,438.4271,286.8061,370.25,700.8839,283.2955,1097.6831,277.9881,0.5993
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,162.14,206.14,56.75,200.7424,645.2664,249.3144,148.75,678.4773,222.8084,699.2568,206.224,0.3797
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,37.4,225.03,78.75,158.1153,429.3832,218.4424,215,443.8269,193.6945,452.413,178.9833,0.3687
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,82.11,222.05,120.5,197.9528,383.9199,292.7454,245.75,515.2305,251.0091,643.6406,210.1948,0.4915
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,165.26,222.35,74.25,253.4267,682.7733,239.8067,185.25,786.1488,227.3324,855.6838,218.9417,0.3939
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,101.14,222.51,84.5,183.0202,768.9219,220.7832,206.5,786.4294,208.3788,798.971,199.4928,0.4124
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,186.46,225.09,39,272.1863,700.5342,224.2298,109.25,1093.4966,215.5652,1322.7246,210.5109,0.3539
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,73.31,233.39,95.5,187.356,444.3796,219.8743,188.25,640.7706,203.6353,842.4409,186.9597,0.5009
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,58.83,236.36,108.75,199.1871,758.7875,214.2633,226,951.2318,197.6744,1127.4017,182.4884,0.4753
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,92.04,237.58,68.25,163.7692,538.8938,270.2381,177.5,668.5662,238.0437,749.5743,217.9314,0.3758
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,180.94,246.49,48.25,178,1230.5358,275.7908,144.5,1365.5758,214.1414,1434.5026,182.6745,0.3297
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,69.95,245.46,30.25,198.9134,1005.8661,202.1654,98.75,1388.3041,197.1482,1567.5277,194.797,0.3075
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,96.55,248.24,69.5,206.5907,732.1744,254.1851,131.5,1039.0645,237.2519,1388.1984,217.9879,0.5213
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,106.8,247.79,41.75,165.1637,409.6842,286.4269,109.75,380.2602,306.9887,361.6937,319.9631,0.3821
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,143.29,247.87,31.5,336.4574,252.8217,189.845,115,191.4729,176.8069,167.6355,171.741,0.2707
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,242.56,249.14,59,309.3544,378.5696,191.7089,154.5,327.7,182.1371,296.2219,176.2141,0.3761
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,85.62,251.47,59.25,224.7437,937.1722,251.605,125.25,1206.4232,221.3209,1443.7629,194.6259,0.4601
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,77.07,253.65,50.5,217.5271,688.6453,254.5813,113.25,1755.2594,222.167,2614.4761,196.0556,0.4329
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,198.24,255.36,99.25,256.1194,753.4055,306.1393,225.5,2489.468,260.1383,3879.7012,223.3008,0.4409
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,231.46,255.31,62.25,165.25,294.4286,206.1746,161.5,229.4145,189.3097,188.1461,178.6045,0.3864
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,122.54,253.71,30.75,267.456,200.368,185.816,112.5,169.8093,175.8448,158.092,172.0215,0.269
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,137.48,257.87,22.5,167.3696,168.4456,168.8587,93.5,141.1223,165.1277,132.2711,163.919,0.2301
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,101.46,262.81,87.5,210.2408,430.051,195.9037,203,374.9619,184.8561,332.687,176.3783,0.431
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,113.18,269.61,29,187.7059,252.2269,178.3782,104,241.7727,175.2153,237.612,173.9565,0.2718
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 03).tif,PathCellObject,,104.83,279.66,30.5,270.8211,293.187,188.3008,110.25,226.1746,180.4172,200.2547,177.3679,0.273
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,PathCellObject,,96.61,70.98,30.5,150.6694,214.1901,168.7107,111,160.6464,161.0968,140.5882,158.2446,0.2666
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,PathCellObject,,117.11,82.3,39.25,162.0248,275.6584,201.2547,136.5,193.2149,174.6448,159.0052,163.6031,0.2855
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,PathCellObject,,129.7,86.86,32.5,230.3037,249.7259,162.5556,113.75,202.6551,161.8503,183.1626,161.5583,0.2782
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,173.25,91.47,108.25,156.2023,3054.3171,290.7149,256.5,1968.9375,227.9287,1167.3413,181.5586,0.4201
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,109.08,92.6,38.75,260.5833,532.2564,277.109,125.5,366.5259,241.0518,291.8035,224.7948,0.2995
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,91.53,94.3,41.25,165.7823,1428.7646,422.9529,102,1290.5596,377.382,1193.0706,345.2365,0.3998
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,97.46,100.46,16,144.3333,1173.9697,920.1667,64,748.1556,632.8716,601.0157,533.5969,0.2503
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,PathCellObject,,125.98,100.11,33.5,300.3309,232.8235,195.6912,115.75,193.9807,175.2532,177.9727,166.8303,0.2811
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,86.24,102.45,29.25,178.5294,2585.2688,189.4622,86.5,1569.8444,177.3372,1039.864,171.0088,0.3251
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,176.27,111.52,42.75,157.358,510.4716,169.7557,139.25,371.7429,164.2786,308.1588,161.7682,0.3124
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,202.22,115.73,37,262.0915,746.2941,316.4248,103.5,706.4928,292.0526,683.5132,277.9811,0.3544
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,129.19,118.83,43,176.7386,646.4205,203.358,153.75,653.1526,184.9756,655.8455,177.6227,0.2787
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,211.06,122.07,55,305.0493,687.0314,290.6233,132,840.8154,273.9699,952.1591,261.9123,0.4181
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,149.5,126.69,115,228.846,360.1475,195.2755,238.5,477.6046,190.2354,586.994,185.5414,0.4768
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,197,125.64,44,177.375,2120.1819,520.4489,122,1573.5111,486.3489,1269.9968,467.4164,0.3522
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,163.05,126.41,62,243.7182,713.2857,219.3968,163.75,655.172,189.7382,619.0123,171.284,0.3727
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,135.84,132.52,51.25,213.9317,1088.0439,281.9366,142.75,897.993,223.5727,791.5437,190.8825,0.356
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,204.5,132.23,27,171.8125,2241.0535,382.5536,95,1366.5013,349.8068,1005.0627,336.2731,0.2862
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,230.34,136.19,52.5,321.6432,2440.9155,283.6432,128,2005.3483,220.3055,1697.1229,175.485,0.4088
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,154.27,142.55,56,236.2812,288.3214,193.567,134.5,576.6876,197.6784,780.4543,200.5836,0.4121
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,145.94,143.82,39.25,241.205,436.4969,196.6025,103.25,699.1899,219.5312,865.0471,234.0078,0.3669
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,195.79,146.89,203.25,269.5331,390.364,237.0441,391.5,442.4498,214.5648,499.1949,190.0748,0.52
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,223.58,144.01,57,278.6298,3163.4084,231.1447,124.25,3364.1082,210.1343,3542.7615,191.4318,0.4637
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,232.4,149.93,51,186.6098,4942.5415,252.8098,154,4204.6719,239.1006,3836.635,232.2628,0.3303
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,175.8,150.9,84.75,230.3954,639.9651,244.1715,204,770.1755,213.292,865.276,190.7389,0.4155
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,139.7,151.03,53.75,274.3425,283.0548,218.2785,115.5,510.5527,212.6602,713.0813,207.6585,0.4663
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,128.76,151.07,34.5,196.5286,604.1857,326.0214,98.75,802.0806,254.2065,909.8832,215.0856,0.347
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,214.61,156.71,97.25,295.5026,419.7449,285.2679,219.75,766.5,250.2466,1045.041,222.1148,0.44
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,151.5,159.36,75.25,210.3256,716.2625,234.1661,169.25,967.5162,231.0618,1167.0607,228.5963,0.4357
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,124.16,159.96,51.25,215.4175,610.8398,244.0485,131,591.5706,222.7843,579.0881,209.0094,0.3857
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,139.47,160.09,42,300.9181,316.8947,229.1345,94.5,656.1027,228.621,933.6364,228.201,0.443
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,173.86,164.44,57,257.8565,483.8435,286.3696,132.5,622.6893,237.838,728.7841,200.7542,0.4275
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,PathCellObject,,233.21,166.73,47,771.5596,347.9845,233.0881,144.75,281.9121,214.6069,248.9612,205.3902,0.329
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,205.33,170.86,123,396.6788,533.103,493.2606,257,1047.7466,340.799,1523.9121,199.7365,0.4799
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,157.86,169.13,51,353.5686,533.9706,208.7794,110,746.2793,210.8468,926.7416,212.6042,0.4525
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,166.97,173.55,63.25,299.016,367.248,320.072,124.5,464.48,266.786,561.712,213.5,0.4898
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,PathCellObject,,251.27,171.58,35,475.4895,267.7552,185.3427,120,206.3085,175.6087,180.4647,171.5147,0.2813
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,157.41,180.18,41.5,264,579.9474,194.807,107.75,603.8848,192.0991,619.4487,190.3384,0.3808
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,40.7,191.13,72.5,152.9863,400.0788,219.8699,174,532.4261,203.9914,627.8469,192.5432,0.4116
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,cCASP3,cCASP3,219.59,193.41,81.75,377.7217,327.0061,555.5352,184,345.2347,355.5454,359.7732,196.0415,0.4388
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin: cCASP3,EpCAM_E-Cadherin: cCASP3,119.1,196.07,111.5,305.3653,759.4766,783.2094,238,830.3637,487.2809,893.3901,224.1683,0.4663
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,134.95,196.56,66.25,183.0223,525.7286,272.7732,173.75,614.3041,227.3802,669.9743,198.8505,0.3854
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,30.88,196.77,24.75,180.9135,207.75,175.2404,92.25,388.1644,172.8329,458.4382,171.8951,0.2651
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,EpCAM_E-Cadherin,EpCAM_E-Cadherin,150.49,203.16,143.75,294.0484,400.1384,249.3789,297,370.1287,219.2616,341.7398,190.7709,0.484
B37_Ascites_2023.11.10_DOC2023.10.05_Paclitaxel_100_uM_Rep_EpCAM_Ecad_cCasp3_(series 04).tif,cCASP3,cCASP3,228.26,199.39,11.75,176.8235,405.0588,220.8627,71.75,338.9097,349.882,324.6751,377.6456,0.165
